日期,w1_L(d-7),w2_L(d-14),w3_典型日,u1_P(d-1),u2_P(d-2),u3_典型日,计划购电量/kWh,计划购电费/元,紧急购电量/kWh,紧急购电费/元,平衡残差/kWh,储电量最小/kWh,储电量最大/kWh
2025-06-16,1.0,0.0,0.0,0.2,0.0,0.8,76669.49617003868,47953.95539571473,1019.7284132666884,6732.976116691691,3.268496584496461e-13,1200.0,10800.0
2025-06-17,1.0,0.0,0.0,0.6,0.0,0.4,76589.97058923457,47420.343305652685,2703.13285742866,18281.826770679814,2.2737367544323206e-13,1200.0,10800.0
2025-06-18,1.0,0.0,0.0,0.6,0.0,0.4,78753.74677025144,48998.06600211081,110.57935000001312,745.8156582750391,2.2737367544323206e-13,1427.6624925925917,10800.0
2025-06-19,1.0,0.0,0.0,0.8,0.0,0.2,76101.77707596666,47033.87506090225,186.20982000001663,1254.290746263387,2.2737367544323206e-13,1242.1800370370358,10800.0
2025-06-20,1.0,0.0,0.0,0.6,0.0,0.4,35072.58015333333,20189.92866704067,1.0752732038099566e-11,4.260327823857324e-11,1.1368683772161603e-13,1601.086552148152,10800.0
2025-06-21,1.0,0.0,0.0,0.6,0.0,0.4,35617.11855,20368.066475968,7.466249840604178e-12,2.318942882162389e-11,1.1368683772161603e-13,1578.2779852222227,10800.0
2025-06-22,0.0,1.0,0.0,0.6,0.0,0.4,73068.45752855967,45385.28314955447,95.72368666669304,656.8398990134335,2.2737367544323206e-13,1434.3761030370438,10800.0
2025-06-23,0.0,1.0,0.0,0.6,0.0,0.4,74728.93013185186,46349.42775788655,22.304816666687667,151.35469273340598,2.2737367544323206e-13,1397.5953481481497,10800.0
2025-06-24,0.0,1.0,0.0,0.8,0.0,0.2,72786.11518551441,45032.70191049471,7608.270023433347,45730.20594631122,3.410605131648481e-13,1200.0,10800.0
2025-06-25,0.8,0.2,0.0,0.0,0.2,0.8,75100.41127572017,46887.81865934508,296.505760097548,1770.7107769661059,2.2737367544323206e-13,1200.0,10800.0
2025-06-26,0.8,0.2,0.0,0.2,0.2,0.6,77070.310824,48141.8494950046,217.67968769548503,1006.4544532646296,2.2737367544323206e-13,1292.8178518518537,10800.0
2025-06-27,0.8,0.2,0.0,0.2,0.2,0.6,35016.86396666667,19869.40452362067,1.123612314302136e-11,4.4225068718262143e-11,1.1368683772161603e-13,1391.6852818518555,10800.0
2025-06-28,0.8,0.2,0.0,0.2,0.2,0.6,35483.38996666667,19952.089916657,8.983036536847067e-12,3.774087486974053e-11,1.1368683772161603e-13,1504.0820434074099,10800.0
2025-06-29,0.8,0.2,0.0,0.2,0.2,0.6,73918.50136769548,45880.67027783336,71.8019633333536,484.77431504841036,2.7711166694643907e-13,1257.097626111113,10800.0
2025-06-30,0.8,0.2,0.0,0.2,0.2,0.6,74659.65372514405,46482.40284224942,162.8612739000117,955.7353581315801,1.9895196601282805e-13,1430.1345148148198,10800.0
2025-07-01,1.0,0.0,0.0,0.0,0.0,1.0,75853.9108164609,47552.518856860595,7083.9749064279995,35725.97155121636,3.268496584496461e-13,1200.0,9691.652269771379
2025-07-02,1.0,0.0,0.0,0.4,0.0,0.6,72138.54372209877,44620.40258330818,5923.808892924702,29083.204889876815,2.2737367544323206e-13,1200.0,10800.0
2025-07-03,1.0,0.0,0.0,0.2,0.0,0.8,72820.89851004115,45491.19058867349,10582.784895068333,58313.330602548194,2.7000623958883807e-13,1200.0,9145.566299999999
2025-07-04,0.0,1.0,0.0,0.0,0.0,1.0,36662.842650000006,21038.66540742,6238.69055918931,27248.54776209362,1.1368683772161603e-13,1200.0,10800.0
