日期,H紧急量/kWh,G紧急量/kWh
2025-10-29,2437.9209619286844,2445.331090077351
2025-10-30,3.3346304666832944,3.334630466684982
2025-10-31,1.3453127500895334e-11,1.3453127500895334e-11
2025-11-01,1.4175327578413999e-11,1.2299494756007334e-11
2025-11-02,119.90814059468099,144.54054800400928
2025-11-03,2.3611224087005667e-11,2.2372215191523992e-11
2025-11-04,104.06201799534514,102.22255853201275
2025-11-05,2.3226753853577975e-11,29.054059467350847
2025-11-06,1356.0412030953476,1428.4523442953462
2025-11-07,1.3151757460860836e-11,1.2175649377610398e-11
2025-11-08,1.5447199075424578e-11,1.530864324195136e-11
2025-11-09,649.040225153354,831.3051653833543
2025-11-10,767.6150724980148,740.0302543873514
2025-11-11,2.051666666680741,2.0516666666781314
2025-11-12,11.773333333346528,11.7733333333473
2025-11-13,2.1509016789877933e-11,154.22084347335215
2025-11-14,1.7150725284409418e-11,1.866062859789963e-11
2025-11-15,4.84349278467846,75.23057641467722
2025-11-16,2.1221024937290167e-11,2.7407333333482446
2025-11-17,1.141486904998601e-11,9.707790127322369e-12
2025-11-18,2.1306068020976454e-11,197.44448559934773
2025-11-19,364.9797578466785,383.63448613134216
2025-11-20,2.276578925375361e-11,0.1607200693539057
2025-11-21,88.85541619934335,162.15586889334213
2025-11-22,1.4130474568219142e-11,44.68198818934585
2025-11-23,1.7869594692854207e-11,1.3458345549111073e-11
2025-11-24,240.1660159120185,373.5616329180127
2025-11-25,1.829164597566546e-11,359.3143970566834
2025-11-26,681.2657845253539,746.2065943706839
2025-11-27,2.1445512032869374e-11,2.021760536763395e-11
2025-11-28,156.75245799067835,211.9602414013451
2025-11-29,1170.2078343800165,1318.9863020226808
2025-11-30,1.758415635322308e-11,6.062833333346813
2025-12-01,4634.902734772683,4615.254741013349
2025-12-02,6996.498113836683,7008.393451994018
2025-12-03,3472.5902488093498,3482.9451391730763
2025-12-04,4657.903498061348,4792.296619286679
2025-12-05,5437.241402526008,5484.202584864013
2025-12-06,623.388740873348,594.6023945860154
2025-12-07,4722.790164242677,4736.478222145488
2025-12-08,6206.744073194681,6233.580752390677
2025-12-09,594.0609054380167,615.069393069351
2025-12-10,1.9974688569845966e-11,1.80784276437862e-11
2025-12-11,1.4571011064390404e-11,1.021627227260069e-11
2025-12-12,615.0670629733538,615.067062973352
2025-12-13,729.8647431366855,821.5648353066858
2025-12-14,2.0726309557517197e-11,1.2295719997723609e-11
2025-12-15,1.5636561490062206e-11,1.5766235539338425e-11
2025-12-16,1.5990320179071205e-11,1.3729017922514686e-11
2025-12-17,1.9383161742325683e-11,1.3928413977737364e-11
2025-12-18,156.46985642668102,179.05514134335294
2025-12-19,1.842410946029105e-11,1.94828181365736e-11
2025-12-20,1.5362822125553066e-11,1.3964829292945069e-11
2025-12-21,14.299216666681284,14.299216666681644
2025-12-22,93.78830315001441,93.78830315001471
2025-12-23,1.6583845408035813e-11,1.4676038162519944e-11
2025-12-24,59.41625666668015,59.41625666668175
2025-12-25,1.3121132800186188,1.8741230789487417e-11
2025-12-26,1.623323697685919e-11,1.3236522988790966e-11
2025-12-27,2.1884272172201236e-11,1.843991626060415e-11
2025-12-28,29.67961666668587,29.679616666684115
2025-12-29,1.8928580924892913e-11,1.4318934926649263e-11
2025-12-30,128.36428889334985,128.36428889335002
2025-12-31,381.96909375001746,356.70033863334925
